"fedchamb_flag","n_name.id","n_electorate","n_party","n_names","date"
0,66,68,6,75,2016-10-18
1,35,36,4,37,2016-10-18
0,80,83,4,86,2016-10-19
1,53,56,5,56,2016-10-19
0,69,70,5,73,2016-10-20
1,27,29,3,29,2016-10-20
0,94,94,7,95,2016-11-07
1,58,59,6,60,2016-11-07
0,74,75,5,81,2016-11-08
1,31,32,3,33,2016-11-08
0,84,85,7,87,2016-11-09
1,20,21,5,21,2016-11-09
0,78,78,5,82,2016-11-10
1,30,31,3,32,2016-11-10
0,86,87,5,89,2016-11-21
1,72,75,6,75,2016-11-21
0,65,66,6,70,2016-11-22
1,31,31,5,31,2016-11-22
0,84,85,7,88,2016-11-23
1,48,49,4,49,2016-11-23
0,68,69,6,75,2016-11-24
1,32,33,4,33,2016-11-24
0,85,85,7,93,2016-11-28
1,62,64,6,64,2016-11-28
0,78,80,6,85,2016-11-29
1,22,23,3,24,2016-11-29
0,75,76,7,79,2016-11-30
1,32,33,4,33,2016-11-30
0,58,59,6,72,2016-12-01
1,36,36,4,36,2016-12-01
0,84,85,6,89,2017-02-07
1,25,26,3,27,2017-02-07
0,69,70,6,75,2017-02-08
1,36,36,5,36,2017-02-08
0,69,68,4,74,2017-02-09
1,35,37,3,37,2017-02-09
0,73,76,7,79,2017-02-13
1,56,60,5,60,2017-02-13
0,72,72,7,77,2017-02-14
1,31,33,3,33,2017-02-14
0,77,82,6,88,2017-02-15
1,28,29,4,29,2017-02-15
0,75,76,5,84,2017-02-16
1,37,39,5,39,2017-02-16
0,81,82,6,85,2017-02-27
1,64,65,5,65,2017-02-27
0,78,77,6,89,2017-02-28
1,31,32,4,32,2017-02-28
0,79,81,6,88,2017-03-01
1,39,41,5,41,2017-03-01
0,66,68,4,80,2017-03-02
1,21,21,3,23,2017-03-02
0,93,95,6,95,2017-03-20
1,69,70,5,71,2017-03-20
0,79,79,6,83,2017-03-21
1,28,29,4,29,2017-03-21
0,81,82,4,90,2017-03-22
1,30,31,4,31,2017-03-22
0,69,70,5,76,2017-03-23
1,23,24,2,24,2017-03-23
0,78,79,6,82,2017-03-27
1,69,70,5,70,2017-03-27
0,81,83,5,98,2017-03-28
1,22,22,4,22,2017-03-28
0,80,80,6,87,2017-03-29
1,36,37,4,37,2017-03-29
0,74,74,6,80,2017-03-30
1,25,26,3,28,2017-03-30
0,70,72,5,75,2017-05-09
0,73,73,5,78,2017-05-10
1,30,30,4,30,2017-05-10
0,72,72,5,74,2017-05-11
1,41,44,4,44,2017-05-11
0,87,87,7,92,2017-05-22
1,69,69,5,69,2017-05-22
0,64,65,6,72,2017-05-23
1,5,5,2,6,2017-05-23
0,76,76,5,81,2017-05-24
1,34,34,5,34,2017-05-24
0,74,74,5,81,2017-05-25
1,22,23,3,23,2017-05-25
0,86,87,7,88,2017-05-29
1,55,58,4,58,2017-05-29
0,73,73,6,75,2017-05-30
1,21,23,4,23,2017-05-30
0,78,79,4,84,2017-05-31
1,48,51,5,52,2017-05-31
0,78,79,5,86,2017-06-01
1,33,35,4,35,2017-06-01
0,75,78,7,82,2017-06-13
1,25,26,3,26,2017-06-13
0,85,85,5,88,2017-06-14
1,53,55,5,55,2017-06-14
0,71,72,5,75,2017-06-15
1,28,29,3,30,2017-06-15
0,81,81,7,84,2017-06-19
1,54,54,4,54,2017-06-19
0,66,66,5,72,2017-06-20
1,36,37,3,37,2017-06-20
0,79,80,4,88,2017-06-21
1,54,57,5,57,2017-06-21
0,64,64,5,71,2017-06-22
1,34,36,4,36,2017-06-22
0,87,87,6,90,2017-08-08
1,31,32,4,32,2017-08-08
0,81,81,6,86,2017-08-09
1,35,36,4,36,2017-08-09
0,75,75,5,82,2017-08-10
1,30,30,3,30,2017-08-10
0,77,78,7,80,2017-08-14
1,74,73,5,73,2017-08-14
0,69,70,6,77,2017-08-15
1,28,30,3,30,2017-08-15
0,82,83,6,90,2017-08-16
1,35,38,4,39,2017-08-16
0,70,69,5,72,2017-08-17
1,26,26,3,27,2017-08-17
0,76,77,7,78,2017-09-04
1,68,70,6,70,2017-09-04
0,80,80,6,85,2017-09-05
1,36,37,4,38,2017-09-05
0,80,82,4,85,2017-09-06
1,32,31,5,31,2017-09-06
0,69,69,5,75,2017-09-07
1,30,30,5,30,2017-09-07
0,83,83,7,84,2017-09-11
1,58,58,6,59,2017-09-11
0,77,78,6,81,2017-09-12
1,29,29,3,29,2017-09-12
0,77,78,6,83,2017-09-13
1,38,39,4,40,2017-09-13
0,70,71,4,78,2017-09-14
1,31,32,5,32,2017-09-14
0,90,90,6,92,2017-10-16
1,61,62,4,62,2017-10-16
0,70,72,5,78,2017-10-17
1,28,29,4,29,2017-10-17
0,81,83,6,85,2017-10-18
1,37,38,6,39,2017-10-18
0,72,73,5,75,2017-10-19
1,25,26,3,27,2017-10-19
0,80,80,6,81,2017-10-23
1,68,70,5,70,2017-10-23
0,74,75,5,80,2017-10-24
1,28,28,4,28,2017-10-24
0,74,77,6,84,2017-10-25
1,29,31,5,31,2017-10-25
0,67,68,7,72,2017-10-26
1,23,24,3,24,2017-10-26
0,73,75,7,77,2017-12-04
1,36,37,3,37,2017-12-04
0,90,90,5,95,2017-12-05
1,37,37,3,37,2017-12-05
0,86,88,7,88,2017-12-06
1,28,28,4,28,2017-12-06
0,73,76,7,78,2017-12-07
1,31,32,4,32,2017-12-07
0,89,88,8,92,2018-02-05
1,67,67,6,68,2018-02-05
0,78,80,7,86,2018-02-06
1,30,30,3,30,2018-02-06
0,85,87,5,91,2018-02-07
1,29,29,4,30,2018-02-07
0,77,77,6,83,2018-02-08
1,22,22,4,23,2018-02-08
0,88,90,7,92,2018-02-12
1,65,67,6,67,2018-02-12
0,76,76,6,81,2018-02-13
1,27,27,5,27,2018-02-13
0,87,88,5,92,2018-02-14
1,41,41,6,43,2018-02-14
0,80,80,5,85,2018-02-15
1,26,26,4,26,2018-02-15
0,78,80,6,80,2018-02-26
1,64,65,6,65,2018-02-26
0,80,80,7,80,2018-02-27
1,23,23,2,25,2018-02-27
0,83,84,4,85,2018-02-28
1,33,33,6,33,2018-02-28
0,81,80,6,81,2018-03-01
1,28,29,3,29,2018-03-01
0,85,85,6,88,2018-03-26
1,58,59,5,59,2018-03-26
0,77,78,5,79,2018-03-27
1,25,24,4,24,2018-03-27
0,77,77,5,80,2018-03-28
1,39,39,5,39,2018-03-28
0,77,77,6,79,2018-05-08
0,85,86,5,89,2018-05-09
1,34,34,4,34,2018-05-09
0,77,78,6,81,2018-05-10
1,38,39,4,40,2018-05-10
0,90,90,5,91,2018-05-21
1,58,58,4,59,2018-05-21
0,65,65,5,68,2018-05-22
1,29,29,3,29,2018-05-22
0,82,81,5,85,2018-05-23
1,34,35,4,35,2018-05-23
0,75,74,5,74,2018-05-24
1,23,24,4,24,2018-05-24
0,72,72,5,77,2018-05-29
1,23,24,5,25,2018-05-29
0,81,80,4,84,2018-05-30
1,49,49,4,49,2018-05-30
0,73,74,5,82,2018-05-31
1,24,25,3,26,2018-05-31
0,83,85,5,89,2018-06-18
1,67,68,4,68,2018-06-18
0,75,75,5,80,2018-06-19
1,32,33,3,33,2018-06-19
0,82,82,5,88,2018-06-20
1,40,42,4,42,2018-06-20
0,64,63,5,70,2018-06-21
1,28,29,3,30,2018-06-21
0,81,81,6,84,2018-06-25
1,61,62,3,62,2018-06-25
0,77,77,5,83,2018-06-26
1,30,30,3,30,2018-06-26
0,80,80,4,85,2018-06-27
1,34,33,5,33,2018-06-27
0,76,76,5,78,2018-06-28
1,30,31,4,31,2018-06-28
0,86,86,6,92,2018-08-13
1,60,61,5,61,2018-08-13
0,80,81,4,82,2018-08-14
1,22,22,4,22,2018-08-14
0,80,82,6,85,2018-08-15
1,20,20,4,20,2018-08-15
0,78,78,5,80,2018-08-16
1,33,32,3,32,2018-08-16
0,86,87,6,89,2018-08-20
1,61,62,6,62,2018-08-20
0,67,67,5,70,2018-08-21
1,29,30,3,30,2018-08-21
0,95,95,5,101,2018-08-22
1,24,25,5,25,2018-08-22
0,14,14,2,14,2018-08-23
1,19,21,4,21,2018-08-23
0,83,85,7,88,2018-09-10
1,52,53,4,53,2018-09-10
0,80,81,5,85,2018-09-11
1,34,33,3,33,2018-09-11
0,85,86,6,93,2018-09-12
1,30,30,5,30,2018-09-12
0,87,86,7,88,2018-09-13
1,37,39,3,39,2018-09-13
0,82,82,6,84,2018-09-17
1,62,63,6,63,2018-09-17
0,73,74,6,77,2018-09-18
1,33,34,4,34,2018-09-18
0,88,88,7,91,2018-09-19
1,22,22,4,22,2018-09-19
0,83,82,6,84,2018-09-20
1,30,31,3,31,2018-09-20
0,83,83,5,87,2018-10-15
1,64,65,5,65,2018-10-15
0,74,75,6,76,2018-10-16
1,23,23,4,24,2018-10-16
0,85,86,5,88,2018-10-17
1,20,20,4,20,2018-10-17
0,77,78,5,79,2018-10-18
1,25,25,3,26,2018-10-18
0,39,42,6,43,2018-10-22
1,46,47,4,47,2018-10-22
0,78,79,6,81,2018-10-23
1,34,34,3,34,2018-10-23
0,84,84,6,90,2018-10-24
1,53,55,5,55,2018-10-24
0,81,81,6,84,2018-10-25
1,29,31,3,31,2018-10-25
0,84,83,7,88,2018-11-26
1,59,59,6,59,2018-11-26
0,73,74,6,79,2018-11-27
1,28,28,4,28,2018-11-27
0,84,87,7,90,2018-11-28
1,21,21,4,22,2018-11-28
0,69,68,6,72,2018-11-29
1,28,29,4,30,2018-11-29
0,82,82,7,84,2018-12-03
1,65,66,5,66,2018-12-03
0,73,73,6,78,2018-12-04
1,28,28,3,29,2018-12-04
0,81,82,7,87,2018-12-05
1,33,34,4,34,2018-12-05
0,61,62,7,64,2018-12-06
1,32,32,4,32,2018-12-06
0,87,88,8,92,2019-02-12
1,23,23,4,24,2019-02-12
0,80,79,7,85,2019-02-13
1,28,28,5,29,2019-02-13
0,69,69,6,72,2019-02-14
1,31,31,4,32,2019-02-14
0,93,94,8,97,2019-02-18
1,67,70,6,71,2019-02-18
0,79,82,7,85,2019-02-19
1,33,32,6,34,2019-02-19
0,78,78,6,88,2019-02-20
1,45,46,6,46,2019-02-20
0,68,70,8,78,2019-02-21
1,19,19,4,20,2019-02-21
0,72,73,8,76,2019-04-02
0,80,80,6,84,2019-04-03
1,47,48,7,49,2019-04-03
0,83,83,8,88,2019-04-04
1,35,33,4,35,2019-04-04
0,27,29,7,36,2019-07-02
0,65,67,5,67,2019-07-03
0,62,63,6,66,2019-07-04
0,65,67,8,69,2019-07-22
1,53,54,5,54,2019-07-22
0,68,67,8,70,2019-07-23
1,24,24,4,24,2019-07-23
0,78,77,8,83,2019-07-24
1,20,20,6,20,2019-07-24
0,66,66,8,70,2019-07-25
1,27,29,5,29,2019-07-25
0,72,74,8,75,2019-07-29
1,67,68,7,68,2019-07-29
0,75,78,8,79,2019-07-30
1,17,18,3,18,2019-07-30
0,84,87,7,93,2019-07-31
1,33,33,5,34,2019-07-31
0,64,68,7,71,2019-08-01
1,25,27,4,27,2019-08-01
0,84,85,8,92,2019-09-09
1,61,61,6,61,2019-09-09
0,70,72,7,73,2019-09-10
1,21,24,5,24,2019-09-10
0,77,79,8,83,2019-09-11
1,46,46,5,46,2019-09-11
0,76,77,7,80,2019-09-12
1,35,37,5,37,2019-09-12
0,73,74,8,76,2019-09-16
1,63,67,5,67,2019-09-16
0,83,85,7,86,2019-09-17
1,36,37,5,37,2019-09-17
0,90,89,8,92,2019-09-18
1,61,61,5,61,2019-09-18
0,75,77,6,78,2019-09-19
1,31,31,4,32,2019-09-19
0,85,86,7,90,2019-10-14
1,67,68,6,69,2019-10-14
0,74,76,7,78,2019-10-15
1,22,22,4,22,2019-10-15
0,79,81,6,87,2019-10-16
1,32,33,5,34,2019-10-16
0,67,69,7,75,2019-10-17
1,26,26,5,26,2019-10-17
0,84,85,8,93,2019-10-21
1,60,62,6,62,2019-10-21
0,76,77,8,80,2019-10-22
1,24,24,4,24,2019-10-22
0,82,83,8,90,2019-10-23
1,26,26,7,28,2019-10-23
0,82,83,8,84,2019-10-24
1,23,22,4,23,2019-10-24
0,92,92,8,97,2019-11-25
1,63,63,6,63,2019-11-25
0,70,73,8,77,2019-11-26
1,12,12,4,12,2019-11-26
0,82,82,7,87,2019-11-27
1,24,24,5,26,2019-11-27
0,65,67,6,75,2019-11-28
1,18,19,3,20,2019-11-28
0,85,86,8,88,2019-12-02
1,70,72,7,73,2019-12-02
0,78,79,7,82,2019-12-03
1,22,22,5,22,2019-12-03
0,71,73,8,80,2019-12-04
1,16,15,5,15,2019-12-04
0,67,69,7,76,2019-12-05
1,19,20,4,20,2019-12-05
0,48,48,6,51,2020-02-04
0,84,86,7,91,2020-02-05
1,40,40,4,40,2020-02-05
0,72,73,6,76,2020-02-06
1,31,32,5,33,2020-02-06
0,57,58,5,60,2020-02-10
1,34,35,6,35,2020-02-10
0,76,78,7,81,2020-02-11
1,25,25,5,25,2020-02-11
0,82,83,6,88,2020-02-12
1,28,31,6,31,2020-02-12
0,77,78,6,81,2020-02-13
1,38,38,5,38,2020-02-13
0,85,88,8,92,2020-02-24
1,71,73,7,73,2020-02-24
0,73,73,8,76,2020-02-25
1,29,30,4,30,2020-02-25
0,82,84,6,86,2020-02-26
1,25,25,6,25,2020-02-26
0,74,76,6,81,2020-02-27
1,9,9,3,9,2020-02-27
0,85,86,8,89,2020-03-02
1,68,68,6,68,2020-03-02
0,64,66,7,68,2020-03-03
1,19,19,5,19,2020-03-03
0,86,89,8,100,2020-03-04
1,10,10,5,10,2020-03-04
0,72,75,6,75,2020-03-05
1,15,16,4,16,2020-03-05
0,50,52,7,52,2020-03-23
0,45,50,7,53,2020-04-08
0,74,75,8,78,2020-05-12
0,75,76,7,76,2020-05-13
1,32,33,6,33,2020-05-13
0,70,72,7,73,2020-05-14
1,26,27,5,27,2020-05-14
0,86,87,8,89,2020-06-10
1,52,53,7,53,2020-06-10
0,78,79,6,82,2020-06-11
1,23,23,6,23,2020-06-11
0,78,78,6,80,2020-06-12
1,32,33,5,34,2020-06-12
0,87,86,8,86,2020-06-15
1,70,70,6,70,2020-06-15
0,77,78,7,80,2020-06-16
1,18,18,4,18,2020-06-16
0,79,83,6,86,2020-06-17
1,20,20,5,20,2020-06-17
0,68,69,8,71,2020-06-18
1,34,34,4,34,2020-06-18
0,71,71,6,74,2020-08-24
1,57,61,6,61,2020-08-24
0,67,68,6,68,2020-08-25
1,23,23,5,23,2020-08-25
0,79,81,7,83,2020-08-26
1,10,10,4,10,2020-08-26
0,74,74,6,74,2020-08-27
1,27,27,4,27,2020-08-27
0,73,73,7,74,2020-08-31
1,54,53,6,53,2020-08-31
0,63,65,6,67,2020-09-01
1,22,24,3,24,2020-09-01
0,78,80,6,85,2020-09-02
1,13,14,5,14,2020-09-02
0,66,67,7,67,2020-09-03
1,28,29,4,29,2020-09-03
0,57,60,7,61,2020-10-06
0,79,79,7,85,2020-10-07
1,31,32,4,32,2020-10-07
0,81,82,6,83,2020-10-08
1,32,32,5,32,2020-10-08
0,84,84,7,86,2020-10-19
1,61,60,5,60,2020-10-19
0,78,79,7,81,2020-10-20
1,17,17,4,17,2020-10-20
0,83,82,7,86,2020-10-21
1,37,37,5,38,2020-10-21
0,70,72,6,73,2020-10-22
1,21,23,4,24,2020-10-22
0,77,78,7,79,2020-10-26
1,57,59,6,59,2020-10-26
0,63,64,7,66,2020-10-27
1,25,27,5,27,2020-10-27
0,75,76,7,83,2020-10-28
1,32,33,5,34,2020-10-28
0,76,77,7,82,2020-10-29
1,25,26,4,27,2020-10-29
0,90,89,8,90,2020-11-09
1,69,68,6,68,2020-11-09
0,74,75,7,76,2020-11-10
1,42,42,4,42,2020-11-10
0,78,80,7,83,2020-11-11
1,46,48,6,48,2020-11-11
0,76,79,8,79,2020-11-12
1,28,29,4,29,2020-11-12
0,74,75,7,76,2020-11-30
1,66,68,7,68,2020-11-30
0,72,74,7,76,2020-12-01
1,30,30,5,30,2020-12-01
0,82,82,7,89,2020-12-02
1,16,17,5,17,2020-12-02
0,73,75,7,77,2020-12-03
1,31,31,4,31,2020-12-03
0,86,86,6,87,2020-12-07
1,60,61,6,61,2020-12-07
0,85,85,7,91,2020-12-08
1,27,28,5,28,2020-12-08
0,78,81,7,86,2020-12-09
1,37,40,7,40,2020-12-09
0,74,77,6,78,2020-12-10
1,32,33,5,33,2020-12-10
0,70,72,6,74,2021-02-02
1,18,20,4,20,2021-02-02
0,82,83,6,85,2021-02-03
1,16,16,5,16,2021-02-03
0,76,76,7,80,2021-02-04
1,27,28,4,28,2021-02-04
0,83,84,8,85,2021-02-15
1,61,62,7,62,2021-02-15
0,75,75,7,78,2021-02-16
1,25,25,5,25,2021-02-16
0,77,80,6,83,2021-02-17
1,26,27,5,27,2021-02-17
0,74,73,6,75,2021-02-18
1,30,30,5,31,2021-02-18
0,83,84,7,84,2021-02-22
1,67,69,7,69,2021-02-22
0,77,78,7,80,2021-02-23
1,18,18,4,18,2021-02-23
0,84,86,8,92,2021-02-24
1,20,21,5,21,2021-02-24
0,74,75,6,76,2021-02-25
1,27,28,4,28,2021-02-25
0,76,77,7,77,2021-03-15
1,70,71,7,72,2021-03-15
0,68,69,7,71,2021-03-16
1,24,24,5,24,2021-03-16
0,83,86,6,86,2021-03-17
1,20,21,5,21,2021-03-17
0,78,80,8,81,2021-03-18
1,31,32,5,32,2021-03-18
0,86,86,8,86,2021-03-22
1,67,68,6,68,2021-03-22
0,73,75,7,78,2021-03-23
1,22,22,5,22,2021-03-23
0,79,78,7,81,2021-03-24
1,35,36,7,36,2021-03-24
0,76,76,8,78,2021-03-25
1,30,29,5,29,2021-03-25
0,36,36,5,38,2021-05-11
0,80,80,6,81,2021-05-12
1,67,68,7,69,2021-05-12
0,80,80,9,85,2021-05-13
1,26,26,5,27,2021-05-13
0,81,82,7,84,2021-05-24
1,72,72,7,72,2021-05-24
0,79,79,6,81,2021-05-25
1,24,26,5,26,2021-05-25
0,84,88,6,98,2021-05-26
1,28,28,4,28,2021-05-26
0,69,70,5,74,2021-05-27
1,17,17,3,18,2021-05-27
0,66,67,6,71,2021-06-01
1,25,25,6,25,2021-06-01
0,79,79,8,85,2021-06-02
1,68,70,5,70,2021-06-02
0,69,74,7,76,2021-06-03
1,28,30,4,30,2021-06-03
0,69,69,7,70,2021-06-15
1,32,32,5,32,2021-06-15
0,85,85,8,89,2021-06-16
1,66,68,6,68,2021-06-16
0,66,69,6,70,2021-06-17
1,25,26,4,26,2021-06-17
0,79,81,7,82,2021-06-21
1,66,68,5,68,2021-06-21
0,80,80,8,82,2021-06-22
1,25,25,4,25,2021-06-22
0,82,82,7,82,2021-06-23
1,62,64,8,64,2021-06-23
0,70,70,6,72,2021-06-24
1,37,37,5,37,2021-06-24
0,70,72,7,73,2021-08-03
0,77,79,6,81,2021-08-04
0,69,71,6,71,2021-08-05
0,74,76,6,79,2021-08-09
0,72,74,6,75,2021-08-10
0,79,80,6,80,2021-08-11
0,67,68,6,70,2021-08-12
0,66,65,5,66,2021-08-23
0,64,64,5,65,2021-08-24
0,73,73,7,73,2021-08-25
0,71,70,5,70,2021-08-26
0,76,76,7,76,2021-08-30
0,68,69,7,69,2021-08-31
0,78,79,6,82,2021-09-01
0,66,68,7,69,2021-09-02
0,83,83,8,84,2021-10-18
1,55,55,6,56,2021-10-18
0,73,73,8,74,2021-10-19
1,32,32,5,34,2021-10-19
0,75,75,6,82,2021-10-20
1,20,20,5,20,2021-10-20
0,75,75,7,75,2021-10-21
1,27,27,4,27,2021-10-21
0,77,77,8,78,2021-10-25
1,57,57,5,58,2021-10-25
0,75,75,6,79,2021-10-26
1,21,21,5,22,2021-10-26
0,82,82,7,88,2021-10-27
1,21,21,5,21,2021-10-27
0,71,71,6,73,2021-10-28
1,29,29,6,30,2021-10-28
0,89,89,8,90,2021-11-22
1,64,64,6,64,2021-11-22
0,67,67,6,71,2021-11-23
1,20,20,5,20,2021-11-23
0,77,77,8,80,2021-11-24
1,20,20,4,20,2021-11-24
0,75,75,8,77,2021-11-25
1,30,30,4,31,2021-11-25
0,86,86,8,90,2021-11-29
1,67,67,5,67,2021-11-29
0,75,75,7,80,2021-11-30
1,26,26,5,27,2021-11-30
0,77,77,8,84,2021-12-01
1,11,11,5,11,2021-12-01
0,69,69,7,73,2021-12-02
1,40,40,5,40,2021-12-02
0,21,21,6,22,2022-07-26
0,68,68,8,69,2022-07-27
0,78,78,7,80,2022-07-28
0,88,88,7,92,2022-08-01
1,62,62,8,63,2022-08-01
0,87,87,8,92,2022-08-02
1,25,25,6,25,2022-08-02
0,87,87,8,90,2022-08-03
1,24,24,5,25,2022-08-03
0,74,74,7,77,2022-08-04
1,9,9,4,9,2022-08-04
0,79,79,8,81,2022-09-05
1,58,58,6,60,2022-09-05
0,82,82,7,87,2022-09-06
1,28,28,7,29,2022-09-06
0,82,82,6,85,2022-09-07
1,39,39,7,41,2022-09-07
0,68,68,7,71,2022-09-08
1,26,26,7,27,2022-09-08
